business_id,labels
6me7j,1 2 3 5 6 8
6meeq,1 2 3 5 6 8
6mefp,1 2 5 6 8
6mfbu,1 2 5 6 8
6mida,1 2 3 5 6 8
6mkc5,1 2 5 6
6mm3b,1 2 3 5 6
6n7yy,1 2 5 6 8
6nhsk,1 2 5 6
6nyok,1 2 5 6 8
6o285,1 2 5 6 8
6ofs5,1 2 5 6 8
6one3,1 2 5 6 8
6oonf,1 2 5 6 8
6op0w,1 2 5 6 8
6otdh,1 2 3 5 6 8
6ou8e,1 2 3 4 5 6
6ovs1,0 3 8
6ovs3,1 2 3 5 6
6owiq,1 2 5 6 8
6ozvs,1 2 3 5 6 8
6p33r,1 2 3 4 5 6 7
6p7vx,3 5 6 8
6pce4,3 6 8
6pg47,1 2 5 6 8
6pmbo,1 2 5 6 8
6pyg5,1 2 3 5 6 8
6pyje,1 2 5 6
6pz43,1 2 3 5 6 8
6q4e5,1 2 5 6 8
6q6fx,1 2 5 6 8
6qf3n,1 2 5 6 8
6qiyd,1 2 4 5 6
6qoae,1 2 5 6 8
6qq6w,1 2 5 6 8
6qsn3,1 2 3 5 6 8
6qynm,1 2 5 6
6qyoe,1 2 5 6
6r2mp,5 6 8
6r2r6,1 2 3 5 6 8
6r3ih,1 2 3 5 6 8
6rjcz,1 2 5 6 8
6rpzm,8
6rr62,2 5 6 8
6rxlj,1 2 5 6 8
6ry4t,3 8
6s1e1,1 2 5 6 8
6s2qs,2 3 5 6 8
6s7t5,1 2 5 6 8
6sduz,2 3 5 6 8
6se3b,6 8
6sh64,1 2 5 6 8
6shkj,1 2 5 6 8
6sjog,1 2 5 6 8
6sojk,1 2 5 6
6ssbi,1 2 5 6 8
6syrf,1 2 4 5 6
6t8bw,1 2 5 6 8
6tfuj,1 2 3 5 6 8
6tiwr,1 2 4 5 6
6tk8y,1 2 5 6 8
6tkch,1 2 4 5 6 7
6tpq3,1 2 3 5 6 8
6tu39,1 2 3 5 6
6u1yf,1 2 3 5 6 8
6u8qq,1 2 5 6 8
6ud41,1 2 5 6 8
6uko9,1 2 5 6 8
6v4w3,1 2 5 6 8
6v6r4,1 2 5 6 8
6va1a,1 2 3 5 6 8
6veub,1 2 3 5 6 8
6vgxa,2 5 6 8
6vk9w,1 2 5 6 8
6vnop,5 6 8
6vsn3,1 2 3 5 6 8
6vtcj,1 2 5 6 8
6wdd9,1 2 5 6 8
6weau,1 2 5 6 8
6wfvn,1 2 3 4 5 6 7
6wg41,1 2 3 5 6 8
6whxy,1 2 5 6 8
6wn7z,1 2 3 5 6
6wwv4,1 2 5 6 8
6wzng,1 2 5 6 8
6x13c,1 2 3 5 6 8
6x391,1 2 4 5 6
6xea2,1 2 4 5 6 7
6xnlf,1 2 5 6 8
6xzwu,1 2 5 6 8
6y0hm,1 2 3 5 6 8
6y265,1 2 3 5 6
6yg21,1 2 5 6 8
6yjcg,1 2 5 6 8
6yjpe,1 2 5 6 8
6ylsc,1 2 5 6 8
6yqsc,1 2 3 4 5 6 7
6yuwr,1 2 5 6 8
6ywys,1 2 3 5 6 8
6yzfm,1 2 5 6 8
6z3ky,0 3 5 8
6zbls,1 2 5 6 8
6zfh7,1 2 5 6
6zh3n,1 2 5 6 8
6zk51,1 2 3 5 6 8
6zpnx,1 2 5 6 8
6zvk1,1 2 5 6 8
6zwry,1 2 3 4 5 6
7064k,1 2 5 6 8
706oj,1 2 5 6
708hd,1 2 5 6 8
709fn,1 2 5 6
70f7x,1 2 5 6 8
70t90,1 2 5 6 8
70tbd,1 2 5 6 8
70vae,1 2 3 5 6 8
71epo,1 2 4 5 6
71gd3,1 2 5 6 8
71jel,1 2 3 5 6 8
71jpp,1 2 5 6 8
71ka8,1 2 5 6
71lhv,1 2 5 6 8
71rfr,6 8
71t4z,1 2 3 5 6 8
71vnj,1 2 5 6
720ml,2 3 5 6 8
723jl,1 2 3 5 6 8
72dqz,1 2 3 5 6
72j30,1 2 5 6 8
72j7d,1 2 5 6
72ozk,1 2 5 6 8
72p84,1 2 5 6 8
72v4w,1 2 5 6 8
7328f,1 2 3 5 6 8
733jv,1 2 5 6 8
737sk,1 2 5 6 8
738qb,8
73fb2,1 2 3 5 6 8
73hbt,1 2 5 6 8
73moq,1 2 5 6 8
73nr7,1 2 4 5 6
73pc2,1 2 5 6 8
73pnc,1 2 5 6 8
73whe,1 2 5 6 8
73x96,1 2 5 6 8
743hh,1 2 4 5 6
747w0,1 2 5 6 8
74ecy,1 2 5 6 8
74iet,1 2 5 6 8
74p89,1 2 5 6
74wls,1 2 3 5 6 8
74wrj,1 2 3 4 5 6
750ds,1 2 5 6 8
756qq,1 2 5 6 8
75gcd,1 2 5 6 8
75gud,1 2 3 5 6 8
75h33,5 6 8
75q47,1 2 5 6 8
75qap,1 2 5 6 8
75rms,1 2 5 6 8
75u21,1 2 5 6
75yva,1 2 5 6
761cp,1 2 5 6 8
762ka,1 2 5 6 8
762nb,1 2 5 6 8
766cy,1 2 5 6 8
76dey,1 2 3 4 5 6
76dj2,1 2 3 5 6 8
76e76,1 2 5 6 8
76k63,1 2 3 5 6 8
76o31,1 2 3 5 6 8
76stz,1 2 3 4 5 6 7
76znu,1 2 4 5 6
771fw,1 2 5 6
77564,1 2 5 6 8
77agd,1 2 5 6 8
77dvz,1 2 3 5 6 8
77fh6,2 5 6 8
77t30,1 2 3 5 6 8
77vgt,1 2 4 5 6 7
77wtx,1 2 3 5 6
78fan,1 2 5 6 8
78j88,1 2 5 6 8
78jrs,6 8
78keb,1 2 5 6 8
78khd,1 2 4 5 6
78p3a,1 2 3 5 6 8
78s1g,1 2 3 5 6 8
78vve,1 2 5 6 8
78yg3,1 2 5 6 8
7900k,1 2 3 4 5 6
792hu,1 2 3 5 6 8
792ky,1 2 5 6 8
79cm1,1 2 4 5 6 8
79dmr,1 2 3 5 6
79ei3,1 2 5 6 8
79gmy,1 2 3 4 5 6
79gzl,1 2 5 6 8
79lsn,1 2 3 5 6
79mhb,0 3 8
79pqv,1 2 3 5 6
79r38,1 2 3 5 6
79ur1,1 2 4 5 6 7
7a3v1,1 2 5 6 8
7a3yq,1 2 5 6 8
7ab5g,1 2 5 6 8
7agpi,1 2 5 6 8
7aodh,1 2 5 6 8
7apg3,1 2 5 6 8
7ats1,1 2 3 5 6 8
7axib,1 2 3 5 6 8
7b4iw,1 2 3 5 6 8
7b6g9,1 2 5 6 8
7bavu,1 2 3 5 6 8
7bb30,1 2 4 5 6 7
7bcld,1 2 5 6 8
7bcy6,1 2 5 6 8
7bklq,1 2 5 6 8
7blnk,1 2 5 6 8
7bnm4,0 3 8
7bpr3,1 2 3 5 6
7bup7,1 2 5 6 8
7bzqx,1 2 5 6
7c3a9,6 8
7c9lj,1 2 3 5 6 8
7cfg6,1 2 3 5 6 8
7cjzs,1 2 3 5 6 8
7cm8h,1 2 3 5 6 8
7ctz8,1 2 3 5 6 8
7d1wp,1 2 3 5 6 8
7d9p9,1 2 3 5 6
7dcq1,1 2 3 5 6
7dk49,1 2 5 6 8
7dv82,1 2 3 5 6 8
7ecuo,1 2 3 5 6 8
7ehxb,1 2 5 6 8
7eqf0,5 6 8
7esys,1 2 3 5 6 8
7euvz,1 2 4 5 6 7
7ezae,1 2 5 6 8
7f1ea,1 2 5 6 8
7f24o,1 2 5 6 8
7f5n9,1 2 3 5 6 8
7f6yf,1 2 5 6 8
7fbe8,1 2 3 5 6
7fdxt,1 2 3 5 6 8
7fh50,1 2 5 6 8
7figc,1 2 3 5 6 8
7fkv6,3 6 8
7fm89,1 2 3 5 6
7fnr8,1 2 5 6 8
7fuqe,3 8
7fxa2,1 2 5 6 8
7fxft,2 3 5 6 8
7g54v,1 2 5 6
7g928,1 2 3 5 6 8
7g9o1,1 2 5 6 8
7gijk,1 2 3 5 6 8
7gqir,1 2 5 6 8
7gr7b,1 2 3 5 6 8
7gsmx,1 2 5 6
7gz8a,1 2 5 6 8
7hcql,1 2 5 6 8
7hgjj,1 2 5 6 8
7hsgr,1 2 5 6 8
7hzpp,1 2 3 5 6 8
7i6ly,1 2 5 6 8
7ibbz,1 2 5 6 8
7ig4a,1 2 5 6 8
7ilhq,1 2 5 6 8
7irkb,1 2 5 6 8
7j84w,1 2 3 5 6 8
7jjzv,2 3 5 6 8
7jk78,1 2 5 6 8
7jlp4,1 2 5 6 8
7jp4j,1 2 5 6 8
7jp8y,1 2 5 6 8
7junv,1 2 5 6 8
7jyn2,1 2 3 5 6 8
7jys0,2 6 8
7k4l0,1 2 5 6 8
7kivr,1 2 5 6 8
7kjzt,1 2 5 6 8
7knod,1 2 3 5 6 8
7kpdk,1 2 5 6
7kuqk,1 2 5 6 8
7kw2k,1 2 3 5 6 8
7kymy,1 2 3 4 5 6
7l3qq,1 2 3 5 6 8
7l81i,1 2 5 6 8
7lauh,1 2 5 6 8
7ld0u,1 2 3 5 6
7lkd5,1 2 5 6 8
7lujd,1 2 3 5 6 8
7lyih,1 2 3 5 6 8
7lyxb,1 2 3 5 6
7lzu7,1 2 5 6
7m2t6,1 2 3 5 6 8
7m6pz,1 2 3 5 6 8
7mcjz,0 3 8
7mix2,1 2 5 6 8
7mr0l,1 2 5 6 8
7mrsp,2 3 5 6 8
7mvbe,1 2 5 6 8
7myag,1 2 5 6 8
7mzuc,1 2 3 5 6 8
7n0lu,1 2 5 6 8
7n0wy,1 2 5 6 8
7n1ng,1 2 5 6 8
7n3zq,1 2 3 5 6 8
7ndz7,6 8
7nhy4,1 2 3 5 6 8
7nnjv,1 2 5 6 8
7nrhv,1 2 3 5 6 8
7nts3,1 2 5 6 8
7nzwg,1 2 5 6 8
7ocfw,1 2 3 5 6 8
7oe4x,1 2 5 6 8
7oeys,1 2 3 5 6 8
7on8c,1 2 3 4 5 6
7ostb,1 2 5 6 8
7ozas,1 2 5 6 8
7oziq,1 2 3 4 5 6 7
7p1f3,3 5 6 8
7pbs8,1 2 3 5 6
7pj83,1 2 5 6 8
7pl7a,1 2 3 5 6 8
7pvm6,6 8
7qr5j,1 2 3 5 6 8
7qteg,6 8
7qyva,1 2 5 6 8
7qzrf,1 2 4 5 6 7
7raoh,0 3 5 6 8
7rfse,1 2 5 6 8
7rjw4,1 2 5 6 8
7rt2m,1 2 5 6 8
7rwom,1 2 5 6 8
7s4mj,1 2 5 6 8
7sa4h,1 2 3 5 6 8
7sb5k,1 2 5 6 8
7sc21,1 2 5 6 8
7shoc,1 2 3 5 6 8
7syjq,1 2 5 6 8
7t6me,1 2 4 5 6 7
7tayv,1 2 3 5 6 8
7tch4,0 8
7tcnx,2 3 5 6 8
7tfzh,1 2 5 6 8
7th9r,5 8
7thfo,1 2 3 5 6 8
7trbb,1 2 5 6 8
7ts7x,1 2 5 6 8
7txde,1 2 5 6 8
7tzp1,1 2 5 6 8
7u29x,1 2 5 6 8
7u4qu,1 2 3 4 5 6 7
7u69k,1 2 5 6 8
7uigr,1 2 5 6 8
7umc8,1 2 4 5 6
7unwx,1 2 5 6 8
7uo1x,1 2 5 6 8
7ush2,1 2 4 5 6
7uwhd,1 2 5 6
7v3uo,1 2 5 6 8
7v8jp,1 2 3 5 6 8
7vcgj,1 2 3 4 5 6 7
7vcy1,1 2 5 6 8
7vd3u,1 2 5 6
7vfbv,8
7vhf3,1 2 5 6
7vkog,1 2 3 5 6 8
7vmbo,1 2 5 6 8
7vmqv,1 2 3 5 6 8
7vwbq,1 2 3 4 5 6 7
7w399,1 2 5 6 8
7w6g1,1 2 5 6 8
7w70k,1 2 5 6
7w8n9,1 2 5 6 8
7w96f,1 2 3 5 6 8
7wji3,1 2 5 6 8
7woc5,2 5 6 8
7wom7,1 2 5 6
7wpe3,1 2 5 6 8
7wt52,1 2 5 6 8
7x9fx,1 2 5 6 8
7xhg4,1 2 3 5 6 8
7xx13,1 2 3 5 6 8
7y4dz,1 2 5 6 8
7y7gr,1 2 5 6 8
7ygmc,1 2 5 6 8
7yldf,1 2 5 6 8
7ylj2,1 2 5 6 8
7yqzl,1 2 5 6 8
7ywkv,1 2 5 6 8
7zglg,1 2 5 6 8
7zh1i,2 5 6 8
7znls,1 2 5 6 8
80dw9,1 2 3 4 5 6
80fl9,1 2 5 6 8
80jjl,1 2 5 6 8
80kwh,1 2 3 5 6 8
80zuv,1 2 3 5 6 8
8159n,1 2 5 6 8
816ir,1 2 3 5 6 8
81g0d,1 2 3 5 6 8
81iwd,1 2 3 5 6
81luf,1 2 5 6 8
81lzj,1 2 5 6 8
81n4z,1 2 5 6 8
81nk3,1 2 5 6 8
81s5a,1 2 5 6
82iay,1 2 3 5 6 8
82khn,1 2 5 6 8
82rlu,1 2 5 6 8
82xzx,1 2 5 6 8
82yg1,1 2 5 6
83d9l,1 2 5 6
83hqp,1 2 3 5 6 8
83j1k,1 2 5 6 8
83jh6,1 2 5 6 8
83ncr,1 2 5 6 8
83pmh,1 2 3 5 6 8
83q9p,1 2 5 6 8
83sg4,1 2 3 5 6 8
83st5,1 2 5 6
83t6a,1 2 5 6 8
83toa,1 2 5 6 8
83xix,1 2 5 6 8
841jd,1 2 3 5 6 8
8438w,1 2 3 5 6
843sj,1 2 3 5 6
8440w,1 2 5 6
846d7,1 2 3 5 6 8
848tn,1 2 3 5 6 8
84a28,1 2 5 6 8
84nlm,3 8
84o5c,1 2 5 6 8
84o8y,1 2 5 6 8
84tny,1 2 5 6 8
854cd,1 2 3 5 6 8
854h4,6 8
855qg,1 2 5 6
85y6w,1 2 5 6 8
865rm,1 2 5 6
868on,1 2 5 6 8
86orh,1 2 5 6 8
86rhh,1 2 5 6 8
86x58,1 2 4 5 6
8723z,1 2 5 6 8
874fh,1 2 3 5 6 8
8796k,1 2 5 6 8
87i71,1 2 5 6 8
87j13,1 2 3 5 6 8
87nhf,1 2 3 5 6 8
87pj5,0 8
87wpw,1 2 5 6 8
87x7a,1 2 3 5 6 8
881qf,1 2 5 6 8
8882w,1 2 5 6 8
88b5a,1 2 3 5 6 8
88d3a,1 2 5 6 8
88fqq,1 2 5 6 8
88lv8,1 2 3 5 6
88m8c,2 3 5 6 8
88u5a,1 2 4 5 6
88ubl,3 5 6 8
88xhh,3 8
89f4g,1 2 5 6 8
89mp5,1 2 5 6 8
89rei,1 2 3 5 6
89s6l,1 2 5 6 8
89wgg,0 3 8
89xzy,1 2 3 5 6 8
8a1yw,1 2 5 6 8
8a86e,1 2 3 5 6 8
8aadn,1 2 5 6 8
8au2s,1 2 3 5 6 8
8av03,1 2 5 6 8
8avzw,1 2 3 4 5 6 7
8ay0y,5 6 8
8azm0,1 2 5 6 8
8b0fc,1 2 5 6 8
8b0iy,1 2 3 5 6 8
8b4zy,1 2 5 6 8
8b8ex,1 2 5 6 8
8bien,1 2 5 6 8
8boqd,1 2 5 6 8
8buan,5 6 8
8bvzw,1 2 5 6 8
8c73y,1 2 5 6
8c75a,1 2 5 6 8
8ca1l,1 2 3 5 6 8
8cdtx,1 2 3 5 6
8ce6l,1 2 5 6 8
8cfz2,1 2 4 5 6 7
8cgnx,1 2 5 6 8
8claj,3 5 6 8
8clly,1 2 5 6 8
8cu4b,1 2 3 5 6 8
8cw3u,0 8
8d5l6,1 2 3 5 6 8
8d854,1 2 5 6 8
8dbo3,0 3 8
8ditd,1 2 5 6
8dmv4,1 2 4 5 6 7
8e2qw,1 2 5 6 8
8e2wi,1 2 5 6 8
8e40k,1 2 5 6 8
8e5i1,1 2 5 6 8
8ekld,1 2 5 6 8
8ephc,1 2 5 6 8
8eu6d,1 2 5 6 8
8f2nn,1 2 4 5 6
8f5ai,1 2 4 5 6
8ff71,1 2 5 6 8
8fkyk,1 2 5 6 8
8fod2,1 2 5 6 8
8fqoi,1 2 5 6 8
8fwal,6 8
8g4fc,1 2 4 5 6 7
8g562,1 2 5 6 8
8g62h,1 2 5 6 8
8gee6,1 2 5 6 8
8go8v,1 2 3 5 6 8
8gr08,1 2 5 6
8h85j,1 2 5 6 8
8ha5o,1 2 5 6 8
8hk8b,8
8hki3,1 2 5 6 8
8hsmv,1 2 5 6 8
8htd6,1 2 5 6 8
8hu3s,1 2 3 5 6 8
8hyg5,1 2 5 6
8hzpg,1 2 5 6 8
8i1cn,1 2 5 6 8
8i7dh,1 2 5 6 8
8idho,1 2 5 6 8
8ifrw,1 2 3 4 5 6
8iidh,3 5 6 8
8ilj2,1 2 5 6
8j0cb,3 5 6 8
8j0rc,1 2 3 5 6 8
8j2mr,1 2 5 6 8
8j8ad,1 2 3 5 6 8
8j8v6,2 3 5 6 8
8jj8d,1 2 3 5 6 8
8jq2k,1 2 3 5 6 8
8jqja,2 3 5 6 8
8js9s,1 2 5 6 8
8jw73,1 2 5 6
8jwjj,1 2 3 5 6
8jycp,1 2 3 5 6 8
8k0kn,1 2 3 5 6 8
8krbp,1 2 5 6 8
8kshi,1 2 5 6 8
8l7ur,1 2 3 5 6 8
8l7yc,1 2 5 6 8
8lgh8,1 2 3 5 6 8
8lkj3,1 2 5 6 8
8m0oi,1 2 3 5 6
8m60o,1 2 5 6
8md0h,5 6 8
8meuv,1 2 5 6 8
8mgk8,1 2 5 6 8
8mnv9,1 2 4 5 6
8mp0u,1 2 5 6 8
8mrue,1 2 5 6 8
8n4w1,1 2 5 6
8n5zr,0 3 8
8n7bu,1 2 5 6 8
8nc4t,1 2 5 6 8
8nhso,1 2 5 6 8
8nr38,3 8
8o4eu,1 2 3 5 6 8
8oajk,1 2 5 6 8
8od6e,1 2 5 6 8
8odpp,1 2 4 5 6 7
8omsj,1 2 5 6 8
8op23,1 2 5 6 8
8op71,1 2 3 5 6 8
8osn0,1 2 5 6
8oui7,1 2 3 5 6 8
8owcb,1 2 5 6 8
8oz00,1 2 5 6
8p0je,3 5 6 8
8p33q,6 8
8p9qr,1 2 5 6 8
8paev,1 2 3 5 6 8
8pecm,1 2 5 6 8
8pg6g,1 2 5 6
8pj4y,3 5 6 8
8ppc7,1 2 5 6 8
8ptt4,1 2 5 6 8
8py6a,1 2 4 5 6
8pz13,1 2 5 6 8
8q53q,1 2 3 5 6 8
8q5iw,1 2 5 6 8
8qci5,1 2 3 5 6
8qi75,1 2 3 5 6 8
8qiru,1 2 5 6 8
8qj4z,1 2 3 5 6 8
8qmmb,1 2 5 6 8
8qpt8,1 2 5 6 8
8r1nw,1 2 5 6 8
8r6tt,1 2 3 4 5 6
8rcy7,1 2 5 6
8rj10,1 2 5 6 8
8rkkn,1 2 5 6 8
8rlgh,1 2 4 5 6
8rmxb,1 2 5 6 8
8rnoy,1 2 5 6 8
8rop1,1 2 3 5 6 8
8s1xk,1 2 5 6 8
8s8c6,1 2 5 6 8
8skx4,1 2 3 5 6 8
8sqjx,1 2 5 6 8
8su1p,1 2 5 6
8svc5,1 2 5 6 8
8sxj6,1 2 5 6 8
8t6sg,1 2 3 5 6 8
8te1j,1 2 3 5 6 8
8tfgp,1 2 4 5 6 7
8thl9,1 2 3 5 6 8
8tixg,1 2 3 5 6 8
8tpw4,1 2 5 6 8
8tqnd,1 2 5 6
8turr,1 2 5 6 8
8tvfh,1 2 5 6 8
8ua34,1 2 3 5 6 8
8uhqa,1 2 5 6 8
8uiug,1 2 5 6 8
8uur0,0 3 8
8v4l3,1 2 3 5 6 8
8vs4l,1 2 3 5 6 8
8vsnm,1 2 3 5 6 8
8w266,1 2 5 6
8w76t,1 2 3 5 6 8
8wfqr,1 2 5 6 8
8wg0i,1 2 3 5 6 8
8wjeu,3 6 8
8ws9p,1 2 5 6 8
8wuhw,1 2 3 4 5 6
8wzdy,1 2 5 6 8
8x404,1 2 5 6 8
8x440,1 2 5 6 8
8x7rj,1 2 5 6 8
8xeg2,1 2 5 6 8
8xo91,1 2 5 6 8
8xtaz,1 2 5 6 8
8y0m1,1 2 5 6 8
8y4m4,1 2 5 6 8
8yb6s,1 2 5 6 8
8yd82,1 2 5 6 8
8yj9c,1 2 5 6 8
8yk2i,1 2 5 6 8
8yloo,1 2 3 5 6
8yp58,1 2 5 6 8
8yq87,1 2 5 6 8
8ytdo,1 2 5 6
8ytzq,1 2 5 6 8
8z19h,1 2 3 5 6 8
8z5r5,1 2 5 6 8
8z9sn,1 2 3 5 6
8zlu5,1 2 3 5 6 8
8zms4,1 2 5 6 8
8zp2v,1 2 5 6 8
8zylu,1 2 3 5 6 8
8zz3e,1 2 5 6 8
90hzn,1 2 3 5 6 8
90q7u,1 2 3 5 6
90qvn,1 2 5 6 8
90tkb,0 6 8
90vlj,1 2 5 6 8
918y8,1 2 5 6 8
91au6,1 2 5 6 8
929qe,0 3 8
92f86,1 2 5 6 8
92nv0,1 2 5 6 8
92pve,1 2 3 4 5 6 7
933c0,1 2 5 6 8
9358x,1 2 5 6 8
935nc,1 2 5 6
937xn,1 2 5 6 8
93jrn,1 2 5 6 8
93m2p,3 8
93or6,1 2 3 5 6 8
93pdv,1 2 3 5 6 8
93s7w,1 2 5 6 8
93u8s,1 2 3 5 6 8
93vg2,1 3 5 6 8
9428a,1 2 5 6 8
943oy,1 2 5 6 8
944mt,3 5 8
945fi,1 2 3 5 6 8
945nh,1 2 3 5 6 8
949wl,1 2 3 5 6
94d0u,1 2 5 6 8
94mst,1 2 3 4 5 6
950tn,1 2 5 6 8
953i0,1 2 5 6 8
95kyx,1 2 4 5 6
95own,1 2 5 6 8
95xfz,1 2 5 6 8
95yn1,1 2 5 6
961v2,1 2 5 6 8
966ya,1 2 5 6 8
969l6,1 2 5 6 8
96a8e,1 2 5 6 8
96cy9,6 8
96pgi,1 2 5 6 8
96xnn,1 2 5 6 8
9732c,0 3 8
977om,1 2 3 4 5 6 7
97aba,1 2 5 6 8
97ex5,6 8
97frg,1 2 5 6 8
97ful,2 5 6 8
97g8o,3 6 8
97qci,1 2 3 5 6
97spw,1 2 5 6 8
9820o,1 2 5 6 8
9828r,1 2 5 6 8
982v3,1 2 5 6
986uq,1 2 5 6 8
98a5j,1 2 3 5 6 8
98b00,1 2 3 5 6 8
98fp6,1 2 5 6 8
98ftq,1 2 5 6 8
98pl8,1 2 3 5 6 8
98q6v,1 2 3 5 6 8
998wf,1 2 5 6 8
99ish,1 2 5 6 8
99pr6,1 2 3 5 6 8
99w47,0 2 3 6 8
99xak,1 2 5 6
9a1ep,1 2 5 6 8
9a4um,1 2 5 6 8
9afo2,1 2 4 5 6
9ag1m,1 2 5 6 8
9akje,0 3 8
9alsk,1 2 5 6 8
9ao0m,1 2 3 5 6 8
9aoul,1 2 5 6 8
9apiv,1 2 3 4 5 6 7
9awrm,1 2 5 6 8
9ayr8,1 2 5 6 8
9b47v,1 2 5 6 8
9bfqp,1 2 5 6 8
9bl0y,1 2 3 5 6 8
9bm9a,1 2 4 5 6
9brl4,2 3 5 6 8
9bznm,1 2 5 6 8
9c5e5,1 2 3 5 6 8
9ck61,6 8
9cnyk,1 2 5 6 8
9cw32,1 2 5 6 8
9d1qv,3 8
9d4nc,8
9d68v,1 2 3 5 6 8
9d69w,1 2 3 5 6 8
9d8jy,1 2 5 6 8
9dd0v,1 2 3 5 6 8
9ddif,1 2 5 6 8
9djsk,1 2 3 5 6 8
9dmc4,1 2 5 6 8
9dtpk,1 2 5 6 8
9dut8,1 2 5 6
9dv6h,1 2 3 5 6 8
9dyd1,3 6 8
9e6p9,1 2 5 6 8
9e7jl,3 8
9ehqv,1 2 5 6 8
9ei2s,1 2 5 6 8
9eie2,1 2 5 6 8
9epip,1 2 4 5 6
9eq32,1 2 5 6 8
9er4l,1 2 5 6 8
9etiu,0 3 8
9eueq,1 2 5 6 8
9exi2,1 2 3 5 6
9ezd9,1 2 5 6 8
9f12y,1 3 5 6 8
9f9c3,1 2 5 6 8
9f9vw,2 5 6 8
9fbcp,1 2 4 5 6
9fdui,1 2 5 6 8
9ffyk,1 2 5 6 8
9fgb1,1 2 5 6 8
9fkv6,2 3 5 6 8
9ftbc,1 2 5 6 8
9fu4j,1 2 3 5 6 8
9g2ex,8
9g35p,1 2 3 5 6 8
9g7fe,3 6 8
9gfjv,1 2 5 6 8
9girz,1 2 4 5 6 7
9gj0g,0 3 8
9gjib,1 2 5 6 8
9go5o,1 2 5 6
9gpjb,1 2 5 6 8
9gqqi,1 2 5 6 8
9gspk,1 2 5 6 8
9gy9k,1 2 5 6 8
9h20k,1 2 3 5 6 8
9h3pj,1 2 5 6 8
9h9s9,3 8
9hc9i,1 2 4 5 6
9hgzm,1 2 3 4 5 6
9hmfl,6 8
9hpyv,1 2 5 6 8
9hu0n,1 2 5 6
9hx7t,1 2 3 5 6 8
9hz13,1 2 3 5 6 8
9i3gs,1 2 5 6 8
9i5mw,1 2 5 6 8
9id0b,1 2 3 5 6 8
9iems,2 3 5 6 8
9im2h,1 2 3 5 6
9ixod,1 2 3 5 6 8
9j1y3,1 2 5 6 8
9j2ym,1 2 5 6 8
9j75v,1 2 5 6
9jg93,1 2 3 5 6 8
9jm8h,1 2 3 5 6 8
9jr6m,1 2 3 5 6 8
9jxod,1 2 5 6 8
9jzem,1 2 5 6 8
9k24m,1 2 5 6
9k7kn,0 5 6 8
9kafd,3 5 8
9kb3b,1 2 5 6 8
9kd5z,1 2 3 5 6 8
9kdwp,1 2 5 6 8
9kj6g,1 2 5 6 8
9kmhq,1 2 4 5 6
9knn7,1 2 4 5 6 7
9ku2n,1 2 5 6 8
9l9tx,1 2 5 6 8
9lju1,1 2 3 4 5 6 7
9lkqx,1 2 3 4 5 6
9lqaj,1 2 3 5 6 8
9ltll,1 2 5 6 8
9lydb,0 3 8
9m2dq,1 2 5 6 8
9m2kh,1 2 3 5 6 8
9m65c,1 2 5 6 8
9m83t,1 2 3 5 6 8
9m8o9,1 2 5 6 8
9m9jq,1 2 5 6 8
9mant,1 2 4 5 6 7
9mb90,1 2 4 5 6 7
9mdow,1 2 5 6 8
9mfry,1 2 3 5 6 8
9mgz7,1 2 5 6 8
9mhrp,0 3 8
9mi03,1 2 4 5 6
9mn59,1 2 5 6 8
9mo3d,1 2 3 5 6 8
9msmu,1 2 5 6 8
9mu01,1 2 5 6 8
9mzt0,1 2 5 6 8
9n127,1 2 5 6 8
9n1cb,1 2 5 6 8
9n53g,1 2 3 5 6
9n55a,1 2 3 5 6 8
9norj,1 2 3 5 6 8
9novp,1 2 5 6 8
9nvye,1 2 5 6 8
9nxhx,1 2 3 5 6 8
9o2np,1 2 5 6 8
9o6es,1 2 5 6 8
9o6qt,1 2 3 5 6 8
9objq,1 2 4 5 6 7
9oe0c,0 6 8
9oj9j,1 2 4 5 6
9onuj,1 2 3 5 6
9p1f4,1 2 5 6 8
9p1oc,1 2 5 6 8
9p298,1 2 3 5 6 8
9ph5y,3 5 8
9pigl,1 2 5 6
9pld3,3 5 6 8
9ppav,6 8
9puny,1 2 5 6 8
9pv1g,1 2 5 6 8
9q055,2 5 6 8
9q724,1 2 5 6 8
9qdi8,3 8
9qdsb,1 2 3 5 6
9qf68,1 2 5 6 8
9qh19,1 2 5 6 8
9qiuf,1 2 5 6 8
9qoa9,1 2 4 5 6 7
9r14z,1 2 5 6 8
9r67s,1 2 3 5 6 8
9rbl7,2 5 6 8
9rbvr,1 2 5 6 8
9ri03,1 2 5 6 8
9rln4,1 2 5 6 8
9ro98,1 2 3 5 6 8
9rtp8,1 2 5 6 8
9ruxa,1 2 3 5 6 8
9s1ax,1 2 3 5 6 8
9s8uo,1 2 3 5 6 8
9samo,1 2 5 6 8
9se60,1 2 5 6 8
9sg3j,1 2 5 6 8
9soxw,1 2 5 6 8
9sq83,2 3 5 6 8
9svr8,1 2 3 5 6 8
9t10u,1 2 5 6 8
9t2uw,1 2 5 6 8
9tb9b,1 2 3 5 6 8
9tji4,1 2 5 6 8
9tjrw,1 2 5 6 8
9tl60,1 2 3 5 6 8
9tsmn,1 2 3 5 6 8
9uavf,1 2 5 6 8
9ue7h,1 2 3 4 5 6
9ufbs,1 2 4 5 6 7
